customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
VH77056,Bachelor,2448.77,40658,61,,Personal Auto,Four-Door Car,38.38,Arizona,F
JF19701,Bachelor,4439.68,75453,112,,Special Auto,SUV,163.95,Arizona,M
JN49891,College,2534.95,94003,64,,Personal Auto,Four-Door Car,307.2,Oregon,M
CX65318,Master,17420.57,31737,218,,Personal Auto,Luxury,1046.4,Arizona,M
HL35876,College,2393.92,0,70,,Personal Auto,Four-Door Car,425.27,Washington,M
RD87161,High School or Below,2681.33,0,71,,Personal Auto,Four-Door Car,340.8,Washington,F
CF50291,College,4272.81,0,114,,Personal Auto,Four-Door Car,1343.62,California,F
VF35858,Bachelor,15284.33,48885,190,,Personal Auto,Luxury,1090.12,California,M
XG55762,Bachelor,20186.35,0,79,,Corporate Auto,Four-Door Car,379.2,Nevada,F
EC28314,Bachelor,4984.62,86305,62,,Personal Auto,Four-Door Car,80.73,California,M
GR53936,Bachelor,5246.28,28909,66,,Corporate Auto,Two-Door Car,456.7,Oregon,F
DV51398,High School or Below,8827.23,0,123,,Personal Auto,SUV,1088.38,California,M
YF81002,College,3269.01,26140,84,,Personal Auto,Two-Door Car,403.2,Oregon,M
YM20358,Bachelor,16979.8,35095,73,,Personal Auto,Two-Door Car,525.6,Oregon,M
AZ75509,Bachelor,2479.92,31678,63,,Personal Auto,Two-Door Car,76.63,Arizona,F
No93155,Master,7200.57,28245,62,,Personal Auto,Two-Door Car,297.6,Arizona,M
FG21322,Bachelor,7917.12,0,72,,Personal Auto,Four-Door Car,345.6,Oregon,F
GO44613,High School or Below,24061.11,19168,106,,Personal Auto,SUV,508.8,Nevada,F
ZW93288,Master,19160.99,22705,239,,Personal Auto,Luxury,1294.7,California,F
MS67230,College,23295.06,86481,65,,Corporate Auto,Two-Door Car,189.97,Nevada,F
FQ32742,Doctor,7553.94,38008,68,,Personal Auto,Four-Door Car,321.79,Arizona,M
YF30946,College,2405.62,63032,61,,Personal Auto,Four-Door Car,404.55,California,M
TH69908,College,4865.37,27228,129,,Personal Auto,Luxury,238.26,Washington,F
QA78691,Bachelor,16388.1,0,68,,Personal Auto,Four-Door Car,483.58,Nevada,F
NL44360,Bachelor,2611.15,13424,71,,Personal Auto,Four-Door Car,340.8,Oregon,F
HO77809,College,8688.75,59098,110,,Personal Auto,SUV,665.93,Oregon,F
MC30750,Master,13736.13,16181,181,,Personal Auto,SUV,1261.32,Oregon,F
HU41273,High School or Below,8564.77,95697,107,,Personal Auto,Luxury,178.01,Oregon,M
VS73599,College,7019.18,26806,63,,Personal Auto,Four-Door Car,302.4,Arizona,M
TO74000,High School or Below,8114.41,30595,69,,Corporate Auto,Four-Door Car,446.08,Oregon,M
MS45259,College,4864.38,88079,61,,Personal Auto,Two-Door Car,121.89,Nevada,M
LI45265,Bachelor,8569.42,99803,71,,Personal Auto,Four-Door Car,189.14,Oregon,F
LK70293,High School or Below,17793.61,0,118,,Personal Auto,Four-Door Car,1118.99,Nevada,F
FY24370,Bachelor,12944.19,0,191,,Personal Auto,Luxury,1375.2,Oregon,M
YE64125,College,2649.21,36283,68,,Personal Auto,Four-Door Car,291.41,Oregon,F
QT39025,Bachelor,4582.9,66991,115,,Personal Auto,SUV,399.62,Arizona,F
LO15516,Bachelor,2691.7,34322,70,,Corporate Auto,Four-Door Car,336.0,California,M
FM47139,College,2466.38,44855,63,,Personal Auto,Four-Door Car,103.61,Oregon,F
LW59140,Bachelor,9277.47,97729,115,,Personal Auto,Four-Door Car,221.05,Arizona,M
JA26024,High School or Below,4142.56,48263,104,,Personal Auto,Two-Door Car,674.86,Oregon,F
YF16441,Bachelor,27990.27,68343,79,,Personal Auto,Two-Door Car,379.2,California,F
QT43282,Master,9409.14,76847,118,,Corporate Auto,SUV,31.59,Oregon,M
NL17964,High School or Below,2581.02,35795,65,,Personal Auto,Four-Door Car,312.0,Oregon,M
CD27895,Bachelor,7637.11,0,71,,Personal Auto,Four-Door Car,340.8,California,F
CF62992,High School or Below,2471.08,53074,61,,Personal Auto,Two-Door Car,268.77,Oregon,F
QK23742,College,2302.82,0,63,,Corporate Auto,Four-Door Car,732.64,California,F
UV64489,Bachelor,8716.37,28743,112,,Personal Auto,SUV,537.6,Arizona,F
ED65109,College,5207.99,81839,65,,Personal Auto,Four-Door Car,74.67,California,F
SC40169,College,2719.51,14030,72,,Personal Auto,Two-Door Car,345.6,Oregon,F
PW88443,College,2452.73,32764,61,,Personal Auto,Two-Door Car,292.95,Oregon,F
YZ38778,Master,3829.09,74775,95,,Personal Auto,Four-Door Car,676.66,Oregon,M
EO77382,Bachelor,8873.53,53503,114,,Personal Auto,Four-Door Car,547.2,Arizona,F
SM42728,College,15925.06,34455,135,,Personal Auto,SUV,648.0,California,M
PX31667,High School or Below,2952.36,52198,74,,Personal Auto,Two-Door Car,355.2,Washington,M
NC35008,College,15923.96,64429,133,,Personal Auto,SUV,222.08,Oregon,F
XC77244,High School or Below,7285.03,44788,61,,Personal Auto,Four-Door Car,386.03,Oregon,M
UM52895,Bachelor,13104.3,30130,110,,Personal Auto,SUV,528.0,California,F
WV39838,College,2436.84,0,65,,Personal Auto,Two-Door Car,149.24,Arizona,F
IT92328,High School or Below,9350.87,0,275,,Corporate Auto,Luxury,1980.0,Nevada,M
QD86074,High School or Below,9035.67,34337,113,,Corporate Auto,Four-Door Car,542.4,Oregon,F
WH80404,High School or Below,17250.75,22276,111,,Personal Auto,SUV,783.21,California,M
XH20787,College,2549.08,52980,64,,Personal Auto,Four-Door Car,191.95,California,M
ZU50513,Bachelor,8954.84,97736,74,,Personal Auto,Four-Door Car,60.09,California,F
TW42649,College,2467.98,0,67,,Corporate Auto,Two-Door Car,222.9,Washington,F
QH46481,High School or Below,7700.62,0,73,,Corporate Auto,Four-Door Car,792.87,Washington,F
MQ73697,College,3776.67,68727,94,,Corporate Auto,Two-Door Car,386.52,Nevada,F
UG48681,Bachelor,8044.87,71391,67,,Personal Auto,Four-Door Car,284.0,Nevada,M
ID58230,College,5029.67,62271,63,,Personal Auto,Four-Door Car,25.48,California,F
DY35486,High School or Below,19957.79,0,187,,Personal Auto,Luxury,1346.4,California,M
EP64833,High School or Below,6179.7,0,86,,Corporate Auto,Four-Door Car,412.8,California,F
MC69755,Bachelor,5678.05,0,76,,Personal Auto,Four-Door Car,364.8,Washington,F
ZZ41158,College,4089.43,28506,104,,Personal Auto,SUV,499.2,Washington,M
QM59790,High School or Below,3142.88,0,86,,Personal Auto,Four-Door Car,412.8,Arizona,F
LL67008,Bachelor,22895.35,0,94,,Corporate Auto,Four-Door Car,676.8,California,F
ZU69163,Doctor,5586.89,94161,69,,Personal Auto,Four-Door Car,108.99,California,F
EB72052,College,12105.29,33345,102,,Personal Auto,SUV,694.08,Oregon,M
WA60547,College,11971.98,64195,158,,Personal Auto,SUV,618.29,California,F
RV97631,College,15328.46,0,138,,Corporate Auto,SUV,688.83,Oregon,F
SS20130,Bachelor,5424.26,67414,68,,Personal Auto,Four-Door Car,148.78,Oregon,F
ZI72165,High School or Below,4981.83,33176,63,,Corporate Auto,Four-Door Car,302.4,Arizona,M
HD29166,Bachelor,14635.45,0,139,,Personal Auto,SUV,667.2,Oregon,F
NP30139,College,6862.87,56779,86,,Corporate Auto,Four-Door Car,435.39,Oregon,M
FV54537,College,13745.05,40810,114,,Personal Auto,SUV,780.38,California,M
SG62327,High School or Below,8111.65,30622,68,,Corporate Auto,Four-Door Car,326.4,Nevada,M
FX26050,Doctor,22712.02,14119,67,,Special Auto,Two-Door Car,68.02,Oregon,M
DU50092,College,56675.94,77237,283,,Personal Auto,Luxury,1358.4,Oregon,F
EU48798,College,8160.59,24980,71,,Personal Auto,Two-Door Car,511.2,Nevada,F
WE93328,High School or Below,3919.37,66676,97,,Corporate Auto,Four-Door Car,558.1,Nevada,F
KP83069,High School or Below,7286.16,0,69,,Personal Auto,Four-Door Car,669.72,California,F
GO56075,High School or Below,7589.63,0,69,,Personal Auto,Four-Door Car,331.2,Oregon,M
DI19952,Bachelor,9032.37,0,82,,Personal Auto,Four-Door Car,157.21,Arizona,F
SV58690,Bachelor,5555.56,41853,71,,Personal Auto,Two-Door Car,155.51,California,M
RF35142,Bachelor,8257.67,23815,73,,Personal Auto,Four-Door Car,424.33,Nevada,F
CU69816,Bachelor,2721.75,22885,73,,Corporate Auto,Four-Door Car,386.25,California,M
JM67025,High School or Below,5230.09,32630,66,,Personal Auto,Four-Door Car,202.96,Nevada,M
OB69329,College,6273.91,18577,86,,Personal Auto,Four-Door Car,412.8,California,F
GF19726,High School or Below,5866.07,75952,73,,Personal Auto,Two-Door Car,350.4,Oregon,M
FH39427,Bachelor,8802.19,96390,73,,Corporate Auto,Two-Door Car,316.98,Nevada,M
VM69145,College,8722.9,25680,73,,Personal Auto,Two-Door Car,332.41,California,F
GN76399,Bachelor,8178.52,0,112,,Personal Auto,Four-Door Car,806.4,Nevada,M
IV94496,High School or Below,43217.22,51504,220,,Personal Auto,Luxury,2552.34,Nevada,M
NM91640,High School or Below,2442.22,0,74,,Personal Auto,Four-Door Car,532.8,Oregon,M
DS46955,Master,2919.71,41456,73,,Personal Auto,Four-Door Car,257.38,California,F
LU82585,High School or Below,6366.23,44368,80,,Personal Auto,Two-Door Car,384.0,Nevada,M
QX31376,Master,17114.33,70961,85,,Corporate Auto,Four-Door Car,408.0,Oregon,F
SQ36805,Doctor,2395.57,21986,63,,Personal Auto,Two-Door Car,333.7,Oregon,F
UY57856,College,2987.95,0,83,,Corporate Auto,Four-Door Car,708.69,Oregon,F
OG84541,Master,12780.28,33514,105,,Personal Auto,Luxury,265.22,Arizona,F
NT66759,College,3906.67,60230,98,,Personal Auto,Four-Door Car,8.13,Arizona,F
PR74307,High School or Below,2594.59,0,70,,Corporate Auto,Four-Door Car,494.2,California,M
PW15144,College,5267.85,40818,66,,Personal Auto,Four-Door Car,316.8,Washington,M
KS89479,College,9095.05,37937,116,,Personal Auto,SUV,556.8,Oregon,M
QA22158,College,7122.27,64571,89,,Corporate Auto,Four-Door Car,452.12,Arizona,F
MK32733,Bachelor,9117.44,0,126,,Corporate Auto,SUV,421.91,California,M
WL85494,College,41075.43,21988,209,,Personal Auto,Luxury,1003.2,California,M
RZ79717,High School or Below,3486.7,0,95,,Corporate Auto,Four-Door Car,684.0,Arizona,M
NS12730,Bachelor,7297.69,24672,93,,Personal Auto,Two-Door Car,669.6,Oregon,M
YK32760,High School or Below,2502.21,0,74,,Corporate Auto,Four-Door Car,355.2,Oregon,M
SS77718,Bachelor,9955.49,0,96,,Personal Auto,Four-Door Car,460.8,California,M
QP62600,Bachelor,7094.16,72878,61,,Corporate Auto,Two-Door Car,45.46,Oregon,M
ET47892,College,12280.77,88340,102,,Personal Auto,Two-Door Car,489.6,Oregon,M
PS78418,Bachelor,5773.9,52278,73,,Personal Auto,Two-Door Car,235.0,Oregon,M
SK32629,College,4904.89,12902,139,,Personal Auto,Luxury,667.2,California,F
LQ79472,College,3423.82,99816,86,,Corporate Auto,Two-Door Car,172.91,Arizona,M
AI58500,College,2689.17,26554,68,,Personal Auto,Two-Door Car,391.69,Arizona,F
ME47990,High School or Below,3109.01,77485,77,,Corporate Auto,Four-Door Car,355.91,California,M
KU25309,College,22425.26,22537,64,,Corporate Auto,Four-Door Car,307.2,Oregon,M
RW66792,High School or Below,5705.55,76522,71,,Personal Auto,Four-Door Car,340.8,California,F
MN32305,College,2063.39,0,64,,Personal Auto,Four-Door Car,602.91,Oregon,F
XS98744,Master,5096.67,22886,65,,Special Auto,Four-Door Car,312.0,Oregon,F
SL19130,High School or Below,4101.94,0,115,,Personal Auto,Two-Door Car,552.0,Oregon,M
JG66653,High School or Below,2537.93,25506,65,,Personal Auto,Two-Door Car,312.0,Oregon,M
GQ17441,High School or Below,3651.69,0,110,,Personal Auto,SUV,1265.39,Nevada,M
WL67313,College,10014.06,0,98,,Personal Auto,Two-Door Car,705.6,California,F
LX33054,High School or Below,6758.81,0,191,,Personal Auto,Luxury,2042.57,Oregon,M
HN97052,College,5205.91,0,72,,Personal Auto,Two-Door Car,345.6,Oregon,F
EB12732,High School or Below,2847.97,96357,71,,Personal Auto,Four-Door Car,238.25,Oregon,F
KA29693,College,11513.36,16266,100,,Special Auto,SUV,1177.32,California,M
KE41602,High School or Below,7588.36,76516,95,,Personal Auto,Two-Door Car,661.01,Arizona,M
QF17193,College,2389.31,20484,61,,Personal Auto,Four-Door Car,181.22,Arizona,F
IQ63581,Master,5066.83,40215,64,,Personal Auto,Four-Door Car,98.48,California,F
MR39613,Bachelor,36860.91,22854,122,,Special Auto,Luxury,878.4,California,M
RQ22171,High School or Below,3961.59,0,118,,Corporate Auto,SUV,264.64,California,F
QV89791,High School or Below,8476.81,55217,107,,Personal Auto,Two-Door Car,696.12,California,F
MD15300,College,10110.77,76276,86,,Corporate Auto,Two-Door Car,93.31,California,M
OW33876,College,2476.48,47918,62,,Corporate Auto,Two-Door Car,246.26,Washington,F
SK12752,Bachelor,4463.0,0,73,,Corporate Auto,Two-Door Car,350.4,California,F
BW65176,College,3141.25,43499,80,,Personal Auto,Four-Door Car,529.49,Arizona,M
XV31269,High School or Below,2496.14,0,72,,Corporate Auto,Two-Door Car,518.4,Oregon,M
NV94455,College,6861.28,0,71,,Personal Auto,Two-Door Car,476.2,Arizona,F
QA32784,Bachelor,4983.18,21497,128,,Personal Auto,Luxury,614.4,Oregon,M
UH41125,High School or Below,2227.07,27972,61,,Personal Auto,Four-Door Car,292.8,Arizona,M
VS28690,Master,9670.18,20942,84,,Personal Auto,Four-Door Car,403.2,Nevada,F
SD63822,Bachelor,5088.69,0,71,,Corporate Auto,Four-Door Car,511.2,Oregon,F
QE50648,High School or Below,7095.13,74298,177,,Corporate Auto,Luxury,161.54,Washington,F
EL77795,College,5437.91,23339,138,,Corporate Auto,SUV,666.31,California,F
VK98184,College,5033.69,77031,125,,Personal Auto,SUV,600.0,Arizona,F
BR69566,College,14019.83,31739,71,,Personal Auto,Two-Door Car,469.88,Oregon,M
AI16519,High School or Below,4877.61,0,66,,Personal Auto,Two-Door Car,420.39,Nevada,M
SN67992,Bachelor,3449.49,25236,89,,Personal Auto,Four-Door Car,427.2,Washington,F
BE31382,College,3771.62,0,103,,Personal Auto,SUV,685.23,Oregon,F
ZP49970,Bachelor,5824.82,40964,74,,Special Auto,Two-Door Car,355.2,Oregon,M
OA23108,Doctor,4379.93,40896,109,,Personal Auto,Luxury,319.29,Oregon,F
LY90785,Bachelor,5793.16,95733,72,,Corporate Auto,Two-Door Car,475.42,Oregon,M
ZR66788,High School or Below,2725.68,39161,71,,Personal Auto,Four-Door Car,340.8,California,F
BL12371,Master,5790.57,84551,72,,Personal Auto,Four-Door Car,28.93,Arizona,M
GB68813,Bachelor,8502.24,12843,111,,Corporate Auto,Four-Door Car,1143.49,Nevada,F
IG90926,College,2476.59,71551,62,,Personal Auto,Four-Door Car,297.6,Arizona,F
CT86614,Bachelor,2426.96,0,71,,Corporate Auto,Four-Door Car,511.2,Arizona,M
BL13393,High School or Below,5897.99,77835,74,,Personal Auto,Four-Door Car,43.62,Oregon,F
TU33850,Bachelor,4617.39,16764,61,,Personal Auto,Four-Door Car,292.8,Washington,F
IL25109,High School or Below,12521.42,39007,105,,Personal Auto,Two-Door Car,1023.84,Nevada,M
OP67672,Master,9079.82,20290,113,,Personal Auto,SUV,766.52,Washington,F
NW73460,High School or Below,7777.2,46182,65,,Corporate Auto,Two-Door Car,2.57,Arizona,F
LW57693,College,5601.68,11920,74,,Personal Auto,Four-Door Car,355.2,Oregon,F
JD81426,High School or Below,3459.04,97162,86,,Personal Auto,Four-Door Car,32.72,Arizona,M
AM99192,College,9061.95,42743,117,,Personal Auto,SUV,101.29,Arizona,M
LQ31287,College,6866.09,0,64,,Personal Auto,Two-Door Car,40.45,Oregon,F
ZU25563,College,2659.71,0,87,,Personal Auto,Four-Door Car,420.04,California,F
RU75949,College,12332.52,85789,105,,Personal Auto,Luxury,122.3,Oregon,M
DV85764,High School or Below,21172.39,0,82,,Personal Auto,Four-Door Car,588.27,California,M
VU33725,High School or Below,3677.91,31349,93,,Corporate Auto,Four-Door Car,446.4,Oregon,M
SV43220,College,9816.53,37256,62,,Personal Auto,Four-Door Car,128.97,Oregon,M
WL61717,Bachelor,4922.17,0,69,,Personal Auto,Four-Door Car,331.2,Arizona,F
IW17510,High School or Below,7583.96,0,102,,Personal Auto,Luxury,848.16,California,F
ZS35830,College,2685.9,58166,67,,Personal Auto,Four-Door Car,91.91,Oregon,F
TY95197,College,4132.59,0,63,,Personal Auto,Four-Door Car,453.6,Washington,F
PU73501,Bachelor,8622.84,97361,73,,Personal Auto,Four-Door Car,350.4,Arizona,M
FP65563,High School or Below,15253.26,51937,193,,Personal Auto,Luxury,850.39,Washington,M
IC44995,College,4277.56,75921,106,,Personal Auto,SUV,609.68,Oregon,F
AY55759,High School or Below,20096.89,92766,71,,Personal Auto,Two-Door Car,379.03,California,F
GO94903,College,4770.55,12964,65,,Personal Auto,Two-Door Car,362.77,Oregon,F
TF35512,College,7025.65,48117,88,,Corporate Auto,Four-Door Car,422.4,Oregon,F
HY43263,Bachelor,8265.38,0,77,,Corporate Auto,Two-Door Car,554.4,California,F
WP34496,High School or Below,24552.87,0,118,,Personal Auto,SUV,966.54,Washington,M
QE73187,High School or Below,4407.97,66152,111,,Corporate Auto,SUV,532.8,Oregon,M
WL13766,High School or Below,2482.2,31093,64,,Personal Auto,Four-Door Car,274.96,Arizona,M
VT44999,High School or Below,3858.87,0,107,,Personal Auto,SUV,513.6,Arizona,F
RZ14993,High School or Below,11572.1,0,166,,Special Auto,Luxury,1195.2,California,F
XI14610,College,3645.46,19121,95,,Personal Auto,Four-Door Car,915.19,California,F
VE31268,Bachelor,4362.77,0,65,,Personal Auto,Four-Door Car,468.0,Oregon,M
ZD13262,High School or Below,10425.99,68563,131,,Personal Auto,SUV,350.1,Oregon,F
OJ58066,High School or Below,7025.04,24726,92,,Personal Auto,Four-Door Car,150.69,Nevada,M
RK81706,College,7388.73,0,97,,Personal Auto,Four-Door Car,638.37,Arizona,F
NI18835,Bachelor,2927.73,51991,73,,Personal Auto,Four-Door Car,124.38,California,M
RA87395,Bachelor,8356.18,0,118,,Personal Auto,SUV,153.18,California,M
QN13323,High School or Below,8718.06,89096,111,,Personal Auto,SUV,64.98,Oregon,M
BC53363,High School or Below,35227.3,23031,148,,Special Auto,SUV,710.4,Oregon,F
VB26229,Bachelor,8697.88,29540,73,,Personal Auto,Four-Door Car,350.4,Arizona,M
AD28535,Master,3554.85,58557,88,,Personal Auto,Four-Door Car,55.51,California,F
SE50560,College,2818.31,88816,70,,Personal Auto,Two-Door Car,164.28,Oregon,M
YL65673,Bachelor,19045.5,0,61,,Personal Auto,Four-Door Car,439.2,California,F
WK65741,High School or Below,2893.81,61809,72,,Personal Auto,Two-Door Car,328.0,California,F
GZ77449,College,14439.8,58452,186,,Corporate Auto,Luxury,892.8,California,M
OF49789,College,5121.84,57161,127,,Personal Auto,Luxury,609.6,Oregon,F
YX54093,College,2217.66,0,65,,Personal Auto,Four-Door Car,111.87,Arizona,M
TD19026,High School or Below,2861.72,90083,71,,Personal Auto,Two-Door Car,181.69,California,F
XT67997,High School or Below,5979.72,57693,76,,Personal Auto,Four-Door Car,547.2,California,F
WP65749,College,7377.23,0,69,,Personal Auto,Four-Door Car,331.2,Nevada,M
YT91759,High School or Below,6366.23,44368,80,,Personal Auto,Two-Door Car,384.0,California,M
YH20696,College,8657.97,68727,72,,Personal Auto,Four-Door Car,171.48,Oregon,M
NS14955,Master,11726.19,40564,97,,Personal Auto,Four-Door Car,85.97,Oregon,F
UH79028,High School or Below,5780.18,51066,74,,Personal Auto,Four-Door Car,787.99,Nevada,M
JM89095,High School or Below,10058.74,0,92,,Personal Auto,Two-Door Car,640.23,Oregon,M
NK26146,College,7072.93,90551,61,,Corporate Auto,Four-Door Car,374.53,Washington,F
HE99696,College,4787.21,0,67,,Personal Auto,Four-Door Car,321.6,Washington,F
HH15953,Bachelor,3013.44,21353,80,,Personal Auto,Four-Door Car,576.0,California,M
ZO30377,High School or Below,3472.37,0,102,,Personal Auto,Four-Door Car,976.11,California,M
VZ23007,College,5380.9,55350,67,,Personal Auto,Four-Door Car,321.6,Oregon,F
DF74270,Bachelor,38230.21,80321,105,,Corporate Auto,SUV,166.97,Nevada,M
SE47384,Bachelor,5526.44,94230,137,,Special Auto,SUV,657.6,California,F
CS84396,Bachelor,4883.12,53305,63,,Corporate Auto,Two-Door Car,302.4,Arizona,M
OQ20827,College,14203.04,55593,182,,Corporate Auto,Luxury,677.64,California,M
VU47281,Bachelor,5745.42,0,165,,Personal Auto,Luxury,1853.2,Oregon,F
BN62219,College,9602.08,0,94,,Personal Auto,Two-Door Car,676.8,Arizona,F
TP39671,Bachelor,3199.75,0,87,,Personal Auto,Four-Door Car,132.49,Arizona,M
HX33134,High School or Below,2758.33,22158,74,,Personal Auto,Four-Door Car,355.2,Arizona,M
UR49989,Bachelor,2725.19,81605,67,,Personal Auto,Two-Door Car,424.22,Oregon,F
VU48786,Master,5550.15,62219,69,,Personal Auto,Two-Door Car,243.24,Washington,M
QM46642,Bachelor,2619.17,15587,71,,Special Auto,Two-Door Car,136.03,California,M
TG60853,Doctor,6265.34,0,84,,Corporate Auto,Four-Door Car,481.03,Nevada,F
CV40610,College,12313.16,0,116,,Personal Auto,Two-Door Car,835.2,California,M
HI98447,High School or Below,10552.43,28505,88,,Personal Auto,Four-Door Car,422.4,Oregon,M
QD86271,High School or Below,12022.39,25918,104,,Personal Auto,SUV,996.78,Arizona,M
ZD75163,High School or Below,9295.41,0,261,,Corporate Auto,Luxury,2759.79,Nevada,M
LB98130,Bachelor,7440.92,34137,62,,Personal Auto,Two-Door Car,297.6,Oregon,M
VZ16820,Bachelor,10302.9,21839,137,,Personal Auto,Luxury,657.6,Washington,M
YE24562,College,3508.57,20978,98,,Personal Auto,Four-Door Car,1176.28,California,M
IH78357,College,5761.32,83392,71,,Personal Auto,Four-Door Car,125.96,Oregon,F
TH96263,High School or Below,10280.81,73661,128,,Personal Auto,SUV,404.33,Nevada,F
DC31768,Bachelor,4783.92,49793,121,,Personal Auto,SUV,640.84,Arizona,M
YO81676,Bachelor,2142.89,0,65,,Corporate Auto,Two-Door Car,686.77,Oregon,M
MQ79612,Doctor,8738.3,91890,107,,Personal Auto,SUV,156.62,California,M
ZZ77357,High School or Below,4468.22,0,65,,Corporate Auto,Two-Door Car,468.0,Nevada,M
